label,profile,start_update
101010,101010,299701
011010,011010,297131
100000,100000,295114
001101,001101,292440
011010,011010,290267
111011,111011,287993
001100,001100,286185
001010,001010,284306
111110,111110,282384
011110,011110,280991
101001,101001,279368
100101,100101,277951
000010,000010,276408
010101,010101,275089
110010,110010,273091
110011,110011,271091
011001,011001,269456
110011,110011,266922
110111,110111,264395
000011,000011,262038
110111,110111,260163
001111,001111,257973
011110,011110,255540
001100,001100,253475
111000,111000,251687
110010,110010,249919
001011,001011,247860
001001,001001,245776
011110,011110,243750
101001,101001,242287
110010,110010,240246
111011,111011,237961
010010,010010,235582
011001,011001,233470
011101,011101,231754
001001,001001,229394
011000,011000,226865
100011,100011,224389
001100,001100,222150
111000,111000,220343
010110,010110,219149
111100,111100,217081
100000,100000,215375
000100,000100,213377
010000,010000,210904
110000,110000,209082
010110,010110,207730
111101,111101,205776
001101,001101,204392
110001,110001,202367
100001,100001,200168
100110,100110,198344
111001,111001,197000
010111,010111,194928
110111,110111,192439
011101,011101,190211
110111,110111,188042
010011,010011,185857
000111,000111,184248
000000,000000,182913
100100,100100,181071
010000,010000,179316
010011,010011,177039
011010,011010,175594
100011,100011,173277
111101,111101,171494
100010,100010,169975
110111,110111,168124
011001,011001,166200
100001,100001,164191
100000,100000,161909
011011,011011,159565
001111,001111,157612
111000,111000,156113
010110,010110,154509
011011,011011,151826
111101,111101,149829
011000,011000,147990
010010,010010,145978
100001,100001,143382
001111,001111,141654
101100,101100,140039
000101,000101,138634
101001,101001,136553
001001,001001,134450
010010,010010,133278
110001,110001,131187
111000,111000,129231
000000,000000,127382
111100,111100,125052
010010,010010,123272
001100,001100,120745
100000,100000,119038
110000,110000,116938
011001,011001,115012
000011,000011,112680
001001,001001,110835
000111,000111,109563
100010,100010,106991
110100,110100,105051
010101,010101,102986
101101,101101,101306
010101,010101,99443
010110,010110,97110
011010,011010,94293
111011,111011,92286
010100,010100,90103
010110,010110,88526
100110,100110,86690
100101,100101,84834
101100,101100,81712
000101,000101,79513
100110,100110,77009
100100,100100,75645
001101,001101,73389
011011,011011,71228
010100,010100,69517
101000,101000,67414
111000,111000,65382
010101,010101,63647
101010,101010,62088
100101,100101,59143
100100,100100,57969
011101,011101,56561
000001,000001,54377
101110,101110,53124
001111,001111,51221
100001,100001,48517
010001,010001,46332
101010,101010,44261
001100,001100,42088
010011,010011,40030
010100,010100,37689
100101,100101,36010
100100,100100,34636
100011,100011,32767
101011,101011,30456
111010,111010,28515
110100,110100,26743
101111,101111,25102
001001,001001,22895
111000,111000,21837
100010,100010,20269
101001,101001,18397
101010,101010,16212
000000,000000,13932
101001,101001,11795
100110,100110,9403
000100,000100,7414
100100,100100,6028
001011,001011,3943
100101,100101,2029
000001,000001,0
