label,profile,start_update
A,101010,299701
B,010101,299436
A,101010,299106
B,010101,298790
A,101010,298490
B,010101,298160
A,101010,297735
B,010101,297415
A,101010,297129
B,010101,296919
A,101010,296624
B,010101,296255
A,101010,295891
B,010101,295511
A,101010,295340
B,010101,295086
A,101010,294836
B,010101,294522
A,101010,294301
B,010101,293974
A,101010,293727
B,010101,293397
A,101010,293071
B,010101,292842
A,101010,292555
B,010101,292205
A,101010,291859
B,010101,291476
A,101010,291138
B,010101,290901
A,101010,290642
B,010101,290372
A,101010,290105
B,010101,289752
A,101010,289555
B,010101,289346
A,101010,288950
B,010101,288661
A,101010,288413
B,010101,287995
A,101010,287633
B,010101,287275
A,101010,287033
B,010101,286794
A,101010,286561
B,010101,286340
A,101010,285973
B,010101,285690
A,101010,285358
B,010101,285068
A,101010,284732
B,010101,284505
A,101010,284309
B,010101,284019
A,101010,283611
B,010101,283366
A,101010,282952
B,010101,282646
A,101010,282362
B,010101,282100
A,101010,281838
B,010101,281528
A,101010,281247
B,010101,280886
A,101010,280673
B,010101,280332
A,101010,279815
B,010101,279538
A,101010,279196
B,010101,278924
A,101010,278523
B,010101,278264
A,101010,278019
B,010101,277699
A,101010,277337
B,010101,277120
A,101010,276818
B,010101,276547
A,101010,276217
B,010101,275892
A,101010,275674
B,010101,275377
A,101010,275104
B,010101,274915
A,101010,274650
B,010101,274384
A,101010,274071
B,010101,273861
A,101010,273521
B,010101,273211
A,101010,272846
B,010101,272571
A,101010,272256
B,010101,272006
A,101010,271742
B,010101,271424
A,101010,271190
B,010101,270918
A,101010,270683
B,010101,270318
A,101010,269997
B,010101,269674
A,101010,269297
B,010101,268998
A,101010,268701
B,010101,268464
A,101010,268157
B,010101,267813
A,101010,267472
B,010101,267003
A,101010,266691
B,010101,266437
A,101010,266052
B,010101,265759
A,101010,265394
B,010101,265045
A,101010,264796
B,010101,264550
A,101010,264358
B,010101,264036
A,101010,263747
B,010101,263492
A,101010,263195
B,010101,262832
A,101010,262614
B,010101,262327
A,101010,262000
B,010101,261647
A,101010,261330
B,010101,261027
A,101010,260729
B,010101,260425
A,101010,260196
B,010101,259945
A,101010,259701
B,010101,259328
A,101010,259004
B,010101,258666
A,101010,258355
