label,profile,start_update
A,101010,299701
B,010101,293193
A,101010,288344
B,010101,283946
A,101010,277081
B,010101,270800
A,101010,264858
B,010101,260104
A,101010,253203
B,010101,249787
A,101010,245972
B,010101,239829
A,101010,235227
B,010101,228510
A,101010,223937
B,010101,220202
A,101010,216342
B,010101,212411
A,101010,206335
B,010101,198622
A,101010,193756
B,010101,188819
A,101010,182125
B,010101,176458
A,101010,169329
B,010101,166419
A,101010,162079
B,010101,157233
A,101010,150207
B,010101,144627
A,101010,138107
B,010101,131306
A,101010,126213
B,010101,120792
A,101010,114015
B,010101,110399
A,101010,105609
B,010101,100043
A,101010,94908
B,010101,89957
A,101010,83668
B,010101,78486
A,101010,72779
B,010101,67458
A,101010,62857
B,010101,58268
A,101010,53075
B,010101,48053
A,101010,42485
B,010101,37965
A,101010,32704
B,010101,26973
A,101010,23025
B,010101,17458
A,101010,12773
B,010101,8584
A,101010,5722
B,010101,1749
A,101010,0
