label,profile,start_update
101010,101010,299701
000001,000001,299646
010110,010110,299608
111001,111001,299560
110001,110001,299515
000110,000110,299464
101101,101101,299424
111100,111100,299356
100101,100101,299300
101110,101110,299250
100111,100111,299201
100011,100011,299142
010000,010000,299100
001101,001101,299053
110000,110000,299013
111011,111011,298954
010011,010011,298890
100101,100101,298836
100110,100110,298780
111011,111011,298749
001011,001011,298693
110011,110011,298625
111001,111001,298551
011011,011011,298496
011100,011100,298442
101000,101000,298396
111010,111010,298351
001100,001100,298312
110000,110000,298243
011001,011001,298187
100000,100000,298131
011111,011111,298078
000101,000101,298037
010100,010100,297961
001010,001010,297917
010011,010011,297866
101100,101100,297820
110001,110001,297764
010011,010011,297721
111101,111101,297683
100100,100100,297626
100110,100110,297560
111100,111100,297505
110000,110000,297438
100111,100111,297405
011100,011100,297348
000101,000101,297279
110110,110110,297235
111010,111010,297196
011010,011010,297158
000001,000001,297105
001010,001010,297029
011110,011110,296971
010001,010001,296929
101111,101111,296886
110100,110100,296844
011101,011101,296792
011011,011011,296732
110000,110000,296680
110001,110001,296642
000000,000000,296608
010011,010011,296552
110000,110000,296509
111110,111110,296456
111100,111100,296416
110101,110101,296373
110110,110110,296331
100111,100111,296282
101111,101111,296238
110000,110000,296195
011010,011010,296146
011101,011101,296109
100111,100111,296055
001011,001011,296001
110100,110100,295963
011110,011110,295920
110001,110001,295880
011101,011101,295831
101100,101100,295782
101000,101000,295740
010111,010111,295680
000101,000101,295624
000011,000011,295593
101100,101100,295557
010110,010110,295505
000000,000000,295453
110101,110101,295407
110001,110001,295355
011110,011110,295293
100010,100010,295261
010101,010101,295207
110011,110011,295159
111101,111101,295102
000100,000100,295066
011001,011001,295039
110111,110111,294997
010111,010111,294940
100011,100011,294888
010010,010010,294830
000000,000000,294769
101010,101010,294725
011100,011100,294688
101101,101101,294634
001110,001110,294571
101101,101101,294531
011110,011110,294491
000011,000011,294443
010000,010000,294403
001000,001000,294358
110010,110010,294310
011010,011010,294274
110001,110001,294229
110111,110111,294181
000111,000111,294120
101101,101101,294079
011010,011010,294035
001111,001111,293980
101111,101111,293941
110101,110101,293897
100010,100010,293846
110101,110101,293800
111000,111000,293746
011000,011000,293705
101001,101001,293666
110000,110000,293615
100011,100011,293580
001110,001110,293525
000101,000101,293493
001111,001111,293451
001001,001001,293406
001100,001100,293352
100101,100101,293302
100000,100000,293265
011001,011001,293194
101000,101000,293135
010101,010101,293092
000001,000001,293047
001110,001110,293000
001001,001001,292964
101011,101011,292897
010001,010001,292844
101011,101011,292794
101000,101000,292751
010100,010100,292713
000000,000000,292659
111110,111110,292620
101010,101010,292570
000100,000100,292510
100011,100011,292472
010110,010110,292414
010101,010101,292358
011001,011001,292329
110100,110100,292255
111101,111101,292204
000011,000011,292155
010101,010101,292109
101011,101011,292053
111111,111111,292019
000101,000101,291958
101101,101101,291914
110001,110001,291857
111111,111111,291826
101010,101010,291764
010101,010101,291711
001001,001001,291636
011111,011111,291594
111010,111010,291550
001010,001010,291501
011100,011100,291442
111101,111101,291401
101010,101010,291352
101100,101100,291307
110011,110011,291252
001101,001101,291196
011001,011001,291169
110001,110001,291112
100000,100000,291071
011111,011111,291024
111000,111000,290971
100001,100001,290911
100101,100101,290873
000110,000110,290824
111010,111010,290776
010111,010111,290736
000101,000101,290688
111010,111010,290647
101011,101011,290607
010101,010101,290559
010000,010000,290521
000010,000010,290478
010001,010001,290416
000110,000110,290355
001100,001100,290307
100101,100101,290254
001000,001000,290215
111101,111101,290186
011110,011110,290127
000011,000011,290054
100010,100010,290000
111101,111101,289955
111101,111101,289906
001010,001010,289862
111100,111100,289817
000111,000111,289762
011001,011001,289711
111100,111100,289674
110010,110010,289619
011100,011100,289564
010000,010000,289509
011111,011111,289455
100110,100110,289411
000000,000000,289373
000110,000110,289329
001110,001110,289285
011000,011000,289238
000110,000110,289188
010010,010010,289148
100001,100001,289099
101010,101010,289076
001100,001100,289019
001001,001001,288962
000001,000001,288914
110000,110000,288868
100101,100101,288829
111011,111011,288781
111101,111101,288727
101000,101000,288670
001011,001011,288618
011011,011011,288559
011010,011010,288525
110011,110011,288464
011111,011111,288413
110000,110000,288361
011101,011101,288310
101000,101000,288270
111100,111100,288217
110110,110110,288184
101010,101010,288120
101011,101011,288087
110101,110101,288053
011101,011101,288033
000110,000110,287989
101010,101010,287944
011000,011000,287905
101111,101111,287870
001110,001110,287833
100100,100100,287785
000100,000100,287737
011101,011101,287670
010100,010100,287634
101101,101101,287581
100110,100110,287544
000100,000100,287495
111001,111001,287469
001111,001111,287419
100101,100101,287370
111100,111100,287320
111000,111000,287285
001001,001001,287236
111100,111100,287200
010111,010111,287151
001011,001011,287086
010100,010100,287033
110111,110111,286977
001101,001101,286937
111101,111101,286874
011000,011000,286822
010001,010001,286759
110000,110000,286702
000100,000100,286669
101000,101000,286603
001100,001100,286568
001000,001000,286520
101010,101010,286472
010100,010100,286410
010110,010110,286373
101011,101011,286324
001000,001000,286270
110001,110001,286233
010000,010000,286180
111110,111110,286122
111001,111001,286083
001110,001110,286038
101010,101010,285999
111101,111101,285945
110000,110000,285890
000011,000011,285842
101100,101100,285794
011001,011001,285741
100011,100011,285690
101100,101100,285640
