label,profile,start_update
A,101010,299701
B,010101,296321
A,101010,293482
B,010101,291195
A,101010,288152
B,010101,285126
A,101010,281393
B,010101,278155
A,101010,274988
B,010101,271295
A,101010,269402
B,010101,267599
A,101010,264512
B,010101,262118
A,101010,258293
B,010101,255066
A,101010,252540
B,010101,249554
A,101010,246920
B,010101,244701
A,101010,241296
B,010101,238994
A,101010,235705
B,010101,232348
A,101010,229610
B,010101,225779
A,101010,222590
B,010101,219727
A,101010,216032
B,010101,212627
A,101010,209239
B,010101,206398
A,101010,202837
B,010101,199232
A,101010,197808
B,010101,194252
A,101010,191000
B,010101,188161
A,101010,184944
B,010101,182652
A,101010,180096
B,010101,177037
A,101010,172881
B,010101,170327
A,101010,166705
B,010101,163092
A,101010,159161
B,010101,156676
A,101010,155513
B,010101,152137
A,101010,149181
B,010101,145129
A,101010,141224
B,010101,138430
A,101010,136981
B,010101,134435
A,101010,130719
B,010101,128106
A,101010,124055
B,010101,121585
A,101010,117698
B,010101,114664
A,101010,112617
B,010101,110527
A,101010,107726
B,010101,104365
A,101010,101441
B,010101,98076
A,101010,95693
B,010101,92991
A,101010,90236
B,010101,88642
A,101010,84835
B,010101,82206
A,101010,78686
B,010101,76516
A,101010,73411
B,010101,71306
A,101010,68055
B,010101,64520
A,101010,60593
B,010101,57339
A,101010,53719
B,010101,51471
A,101010,48937
B,010101,45599
A,101010,43063
B,010101,39935
A,101010,37345
B,010101,35811
A,101010,32105
B,010101,29030
A,101010,25597
B,010101,21771
A,101010,18998
B,010101,15319
A,101010,12495
B,010101,9280
A,101010,5065
B,010101,1795
A,101010,0
