label,profile,start_update
A,101010,299701
B,010101,296549
A,101010,293713
B,010101,289692
A,101010,287075
B,010101,283501
A,101010,280772
B,010101,277410
A,101010,274610
B,010101,271626
A,101010,268105
B,010101,263298
A,101010,260495
B,010101,257883
A,101010,254939
B,010101,252898
A,101010,251274
B,010101,248556
A,101010,245386
B,010101,242364
A,101010,238572
B,010101,234750
A,101010,231500
B,010101,228431
A,101010,225664
B,010101,222453
A,101010,219299
B,010101,215017
A,101010,211910
B,010101,208769
A,101010,206662
B,010101,203567
A,101010,200522
B,010101,197946
A,101010,194984
B,010101,192486
A,101010,190828
B,010101,187972
A,101010,185949
B,010101,183949
A,101010,180895
B,010101,178028
A,101010,175062
B,010101,172101
A,101010,169907
B,010101,166511
A,101010,163243
B,010101,160172
A,101010,157969
B,010101,154668
A,101010,151760
B,010101,148226
A,101010,145069
B,010101,142321
A,101010,139728
B,010101,137136
A,101010,135044
B,010101,132709
A,101010,130358
B,010101,128236
A,101010,125004
B,010101,122248
A,101010,119396
B,010101,116284
A,101010,113581
B,010101,110120
A,101010,106407
B,010101,103233
A,101010,100199
B,010101,97002
A,101010,93261
B,010101,89741
A,101010,86494
B,010101,83195
A,101010,79701
B,010101,76501
A,101010,73110
B,010101,71790
A,101010,69455
B,010101,67134
A,101010,64167
B,010101,60551
A,101010,57889
B,010101,55737
A,101010,54020
B,010101,50754
A,101010,46708
B,010101,43506
A,101010,40616
B,010101,36832
A,101010,34223
B,010101,31431
A,101010,28666
B,010101,25495
A,101010,21742
B,010101,18074
A,101010,16203
B,010101,13445
A,101010,10994
B,010101,7145
A,101010,4853
B,010101,1724
A,101010,0
