label,profile,start_update
A,101010,299701
B,010101,297362
A,101010,293722
B,010101,289623
A,101010,286402
B,010101,282659
A,101010,278187
B,010101,274239
A,101010,271605
B,010101,268328
A,101010,266692
B,010101,263711
A,101010,261776
B,010101,258547
A,101010,255785
B,010101,252923
A,101010,249230
B,010101,246325
A,101010,244067
B,010101,240221
A,101010,236798
B,010101,233989
A,101010,231132
B,010101,228743
A,101010,225702
B,010101,222009
A,101010,219462
B,010101,216432
A,101010,213430
B,010101,209195
A,101010,206214
B,010101,203131
A,101010,200289
B,010101,197613
A,101010,194076
B,010101,190909
A,101010,188075
B,010101,185017
A,101010,181881
B,010101,178972
A,101010,176104
B,010101,173984
A,101010,171656
B,010101,168378
A,101010,165526
B,010101,162606
A,101010,159203
B,010101,156187
A,101010,152677
B,010101,149089
A,101010,145541
B,010101,143624
A,101010,140092
B,010101,137354
A,101010,134656
B,010101,132205
A,101010,129191
B,010101,125108
A,101010,121868
B,010101,119312
A,101010,115550
B,010101,112952
A,101010,110255
B,010101,106452
A,101010,103735
B,010101,101007
A,101010,98138
B,010101,94704
A,101010,92670
B,010101,88839
A,101010,86211
B,010101,83170
A,101010,80221
B,010101,77580
A,101010,74392
B,010101,69963
A,101010,67807
B,010101,64870
A,101010,61843
B,010101,59008
A,101010,56600
B,010101,54409
A,101010,51810
B,010101,49375
A,101010,47472
B,010101,44205
A,101010,41173
B,010101,37898
A,101010,35614
B,010101,32402
A,101010,29600
B,010101,27277
A,101010,25282
B,010101,22759
A,101010,20218
B,010101,17536
A,101010,14219
B,010101,12049
A,101010,8013
B,010101,4516
A,101010,516
B,010101,0
