label,profile,start_update
101010,101010,299701
000010,000010,299455
011111,011111,299106
110001,110001,298811
101000,101000,298447
110001,110001,298092
100001,100001,297833
000010,000010,297627
111000,111000,297230
111101,111101,297007
111110,111110,296650
110100,110100,296486
110011,110011,296267
001101,001101,295905
001001,001001,295693
000001,000001,295400
011100,011100,295124
010111,010111,294775
001010,001010,294459
111011,111011,294167
110011,110011,293950
000111,000111,293642
011001,011001,293375
011000,011000,293154
101110,101110,292929
011010,011010,292681
111000,111000,292411
110111,110111,291968
000100,000100,291589
101001,101001,291364
111110,111110,290998
100111,100111,290726
101010,101010,290486
101000,101000,290280
100011,100011,289958
100100,100100,289688
101010,101010,289434
100001,100001,289148
101000,101000,288896
100000,100000,288657
001011,001011,288366
111000,111000,287990
001010,001010,287739
101011,101011,287484
100001,100001,287170
100010,100010,286787
001010,001010,286491
011110,011110,286247
100111,100111,285997
001100,001100,285683
010010,010010,285368
010011,010011,285010
101000,101000,284761
001001,001001,284589
111101,111101,284246
011111,011111,283995
111100,111100,283771
100100,100100,283440
000000,000000,283133
100110,100110,282869
100110,100110,282647
001100,001100,282361
000011,000011,282077
111001,111001,281681
101110,101110,281308
001110,001110,281080
100011,100011,280862
010110,010110,280589
010110,010110,280322
111100,111100,280085
000001,000001,279746
000010,000010,279487
011110,011110,279137
111101,111101,278879
001101,001101,278649
001101,001101,278377
000100,000100,278109
101010,101010,277729
011101,011101,277443
111100,111100,277148
110111,110111,276803
000011,000011,276554
101011,101011,276287
001111,001111,275914
000111,000111,275518
111111,111111,275187
110000,110000,274978
110011,110011,274702
011000,011000,274335
101101,101101,273938
001010,001010,273652
100000,100000,273388
000111,000111,273095
000001,000001,272791
001010,001010,272516
000001,000001,272251
100110,100110,272025
001110,001110,271685
011100,011100,271334
111111,111111,271054
101111,101111,270775
000110,000110,270459
110001,110001,270209
000000,000000,269980
010111,010111,269743
101010,101010,269444
111111,111111,269195
100010,100010,269004
011001,011001,268635
001000,001000,268398
111100,111100,268032
010100,010100,267684
111001,111001,267283
011101,011101,267121
100100,100100,266800
000010,000010,266548
110111,110111,266316
010001,010001,266049
111100,111100,265662
111010,111010,265370
111011,111011,265004
010000,010000,264825
100001,100001,264471
001001,001001,264185
010010,010010,263810
111010,111010,263411
011111,011111,263119
100100,100100,262789
110011,110011,262395
000111,000111,262073
111101,111101,261822
111100,111100,261449
111101,111101,261259
000011,000011,260950
101101,101101,260640
111100,111100,260415
111111,111111,260072
011101,011101,259727
101010,101010,259347
101100,101100,259031
000100,000100,258683
001010,001010,258413
111100,111100,258146
110011,110011,257864
001101,001101,257504
101110,101110,257225
011100,011100,257006
111100,111100,256734
100010,100010,256471
010001,010001,256149
101000,101000,255861
111100,111100,255548
111001,111001,255237
010010,010010,254904
100000,100000,254653
111110,111110,254356
100110,100110,254029
111001,111001,253756
001010,001010,253597
011011,011011,253290
111000,111000,253063
101100,101100,252838
000101,000101,252516
001111,001111,252377
101111,101111,252039
111011,111011,251653
110111,110111,251313
100010,100010,250893
011010,011010,250568
010100,010100,250292
110111,110111,250042
101101,101101,249703
100010,100010,249398
100001,100001,249209
001110,001110,248944
000000,000000,248537
011001,011001,248246
010000,010000,247960
101111,101111,247554
000111,000111,247217
111000,111000,246891
110001,110001,246657
010011,010011,246405
100000,100000,246182
111001,111001,245964
101101,101101,245676
100011,100011,245349
000111,000111,245000
011011,011011,244791
001101,001101,244540
100011,100011,244209
110101,110101,243866
011001,011001,243561
111010,111010,243339
101000,101000,243018
010010,010010,242714
110101,110101,242383
000001,000001,242033
100101,100101,241776
111000,111000,241608
110110,110110,241361
101101,101101,241130
010111,010111,240853
110110,110110,240525
101111,101111,240173
100000,100000,239905
011111,011111,239623
000101,000101,239367
011010,011010,239181
110001,110001,238812
100110,100110,238427
100001,100001,238097
100001,100001,237632
011011,011011,237397
001001,001001,237065
000111,000111,236810
110101,110101,236402
001010,001010,236074
010111,010111,235784
000111,000111,235611
011111,011111,235341
011110,011110,234954
010110,010110,234687
001011,001011,234426
111111,111111,234187
011001,011001,233883
001101,001101,233627
111100,111100,233191
101111,101111,232799
001110,001110,232486
110101,110101,232179
111011,111011,231997
011011,011011,231773
000110,000110,231531
110010,110010,231263
000001,000001,230955
010110,010110,230577
001101,001101,230210
111000,111000,229728
101011,101011,229588
011011,011011,229257
011111,011111,228948
111101,111101,228627
011001,011001,228395
010101,010101,228034
010100,010100,227677
010000,010000,227356
100101,100101,227037
001000,001000,226803
001101,001101,226575
010111,010111,226365
001101,001101,226161
011000,011000,225839
101011,101011,225558
100000,100000,225276
001101,001101,225085
001000,001000,224833
000110,000110,224525
110001,110001,224217
100111,100111,223878
111111,111111,223464
001100,001100,223166
111110,111110,222928
011010,011010,222645
111010,111010,222457
001010,001010,222165
101000,101000,221928
000010,000010,221695
010010,010010,221510
010011,010011,221202
001100,001100,220883
110010,110010,220624
000101,000101,220289
000100,000100,220090
011101,011101,219608
000101,000101,219315
010011,010011,219036
110100,110100,218727
100010,100010,218392
000110,000110,218117
111000,111000,217769
100011,100011,217513
111101,111101,217151
011010,011010,216839
110010,110010,216495
010101,010101,216219
111000,111000,215985
001001,001001,215688
111010,111010,215342
001101,001101,215139
001010,001010,214877
101110,101110,214628
100110,100110,214342
111000,111000,214102
001000,001000,213691
010011,010011,213315
001001,001001,212970
110111,110111,212715
001001,001001,212328
011011,011011,211988
101100,101100,211732
110011,110011,211299
101010,101010,211077
101101,101101,210658
101000,101000,210270
111111,111111,209995
101100,101100,209754
010111,010111,209456
000110,000110,209119
101110,101110,208851
101100,101100,208520
101101,101101,208247
110011,110011,208011
110101,110101,207778
101001,101001,207455
100111,100111,207087
001011,001011,206814
110000,110000,206655
110110,110110,206310
011001,011001,205974
101100,101100,205740
111000,111000,205419
101111,101111,205182
011001,011001,204773
111110,111110,204464
011010,011010,204289
001110,001110,204046
010000,010000,203859
111101,111101,203525
011111,011111,203241
110110,110110,202932
011010,011010,202611
001001,001001,202390
100100,100100,202146
000011,000011,201884
101010,101010,201679
101000,101000,201415
111001,111001,201092
101001,101001,200738
100110,100110,200498
100001,100001,200295
111010,111010,200099
001101,001101,199875
000100,000100,199591
100110,100110,199311
010110,010110,198978
101101,101101,198692
101001,101001,198397
100010,100010,198180
011001,011001,197890
101111,101111,197566
001000,001000,197355
111100,111100,197125
100100,100100,196890
110100,110100,196544
010111,010111,196372
111111,111111,195974
100100,100100,195658
000011,000011,195296
100011,100011,194977
010011,010011,194631
111000,111000,194365
110000,110000,194090
100011,100011,193597
101010,101010,193384
111111,111111,193008
001001,001001,192665
110010,110010,192387
001110,001110,192030
100111,100111,191764
100110,100110,191369
101110,101110,190942
001011,001011,190633
111110,111110,190373
111001,111001,190112
110001,110001,189756
011010,011010,189463
001110,001110,189166
010011,010011,188790
000101,000101,188485
001000,001000,188105
000110,000110,187743
001111,001111,187425
100001,100001,187082
101010,101010,186737
000111,000111,186384
100011,100011,186049
000100,000100,185751
101000,101000,185419
110110,110110,185051
010001,010001,184701
111101,111101,184359
101011,101011,184033
100101,100101,183702
100100,100100,183289
111010,111010,182992
100100,100100,182562
101000,101000,182251
