label,profile,start_update
A,101010,299701
B,010101,295552
A,101010,293221
B,010101,290383
A,101010,287611
B,010101,284672
A,101010,280460
B,010101,277773
A,101010,274216
B,010101,270548
A,101010,267126
B,010101,263848
A,101010,261531
B,010101,258755
A,101010,255691
B,010101,252307
A,101010,250075
B,010101,247122
A,101010,245003
B,010101,242073
A,101010,239059
B,010101,236611
A,101010,233545
B,010101,230327
A,101010,227132
B,010101,224829
A,101010,223055
B,010101,219922
A,101010,217391
B,010101,215423
A,101010,212447
B,010101,209581
A,101010,206825
B,010101,203239
A,101010,199766
B,010101,195992
A,101010,191278
B,010101,188409
A,101010,184966
B,010101,181224
A,101010,178364
B,010101,175651
A,101010,171496
B,010101,168174
A,101010,165013
B,010101,162618
A,101010,158942
B,010101,156079
A,101010,153018
B,010101,149893
A,101010,146216
B,010101,142998
A,101010,140382
B,010101,137716
A,101010,134060
B,010101,130542
A,101010,127823
B,010101,125252
A,101010,122456
B,010101,120033
A,101010,117317
B,010101,114612
A,101010,111048
B,010101,108333
A,101010,104935
B,010101,101593
A,101010,98262
B,010101,96089
A,101010,93474
B,010101,89772
A,101010,86857
B,010101,83474
A,101010,81077
B,010101,78269
A,101010,75460
B,010101,73519
A,101010,70022
B,010101,67219
A,101010,63298
B,010101,59456
A,101010,56875
B,010101,53647
A,101010,51255
B,010101,48857
A,101010,45481
B,010101,41697
A,101010,38431
B,010101,34995
A,101010,30907
B,010101,27698
A,101010,24839
B,010101,21201
A,101010,18315
B,010101,14459
A,101010,12774
B,010101,9874
A,101010,6582
B,010101,3425
A,101010,456
B,010101,0
