label,profile,start_update
101010,101010,299701
110101,110101,296674
110011,110011,293498
100011,100011,288603
000011,000011,284663
110001,110001,282335
110000,110000,280294
100010,100010,276931
100111,100111,273562
111110,111110,271535
110110,110110,268599
010010,010010,265034
000011,000011,262031
111110,111110,259355
010100,010100,255886
001111,001111,253099
110000,110000,250878
100011,100011,247939
000011,000011,244668
001110,001110,240362
110100,110100,236085
011011,011011,232365
101100,101100,230035
110010,110010,227473
001001,001001,223552
011110,011110,220983
011111,011111,217065
010111,010111,214156
000110,000110,210518
100001,100001,207131
010100,010100,204301
100011,100011,201305
001101,001101,198517
001100,001100,195344
001101,001101,192757
111101,111101,188933
000000,000000,186522
000010,000010,183255
011101,011101,180102
010001,010001,177741
010000,010000,175643
011100,011100,172420
110000,110000,170391
110111,110111,166842
100100,100100,163575
111000,111000,161077
100111,100111,158468
111001,111001,155123
110011,110011,151641
111111,111111,148441
011111,011111,145400
010110,010110,142111
111111,111111,138795
101110,101110,135528
111010,111010,132870
101001,101001,129024
100000,100000,126285
010001,010001,123561
000001,000001,120111
001111,001111,116923
101101,101101,113882
000011,000011,110966
110001,110001,107632
001100,001100,104744
100110,100110,102280
100001,100001,99545
000111,000111,96115
011101,011101,92709
000001,000001,90332
100000,100000,87652
111011,111011,85839
111111,111111,81767
110000,110000,79127
001001,001001,76116
101000,101000,72823
110101,110101,69993
101000,101000,66525
101001,101001,62546
001100,001100,59150
000011,000011,57167
001110,001110,55858
111011,111011,53432
010010,010010,50538
101111,101111,47823
111110,111110,45705
110011,110011,42079
111100,111100,38367
111110,111110,35689
001011,001011,33165
010111,010111,30350
001010,001010,27544
100010,100010,23963
101111,101111,20154
111010,111010,17829
010001,010001,14412
101110,101110,12053
010100,010100,9575
001100,001100,6790
010011,010011,3471
110010,110010,0
