label,profile,start_update
A,101010,299701
B,010101,297308
A,101010,294835
B,010101,291627
A,101010,287064
B,010101,283313
A,101010,280689
B,010101,277382
A,101010,274012
B,010101,271090
A,101010,268372
B,010101,265944
A,101010,262920
B,010101,260223
A,101010,257498
B,010101,254258
A,101010,251833
B,010101,249254
A,101010,246387
B,010101,243607
A,101010,240409
B,010101,237402
A,101010,233948
B,010101,231143
A,101010,228842
B,010101,226976
A,101010,222749
B,010101,219549
A,101010,215513
B,010101,212958
A,101010,210133
B,010101,207226
A,101010,204071
B,010101,201039
A,101010,198476
B,010101,194963
A,101010,192134
B,010101,189937
A,101010,186513
B,010101,183463
A,101010,180666
B,010101,177447
A,101010,174750
B,010101,171305
A,101010,168658
B,010101,166215
A,101010,163930
B,010101,160449
A,101010,157767
B,010101,154737
A,101010,152131
B,010101,148897
A,101010,145128
B,010101,141649
A,101010,138067
B,010101,134110
A,101010,130849
B,010101,128102
A,101010,124349
B,010101,121764
A,101010,118986
B,010101,115859
A,101010,113210
B,010101,109817
A,101010,106368
B,010101,102863
A,101010,99456
B,010101,96070
A,101010,91327
B,010101,88294
A,101010,84234
B,010101,80467
A,101010,76979
B,010101,73959
A,101010,69539
B,010101,64931
A,101010,60975
B,010101,57266
A,101010,54003
B,010101,50908
A,101010,48475
B,010101,45301
A,101010,40880
B,010101,38654
A,101010,35404
B,010101,31719
A,101010,27970
B,010101,25523
A,101010,22577
B,010101,19325
A,101010,16910
B,010101,14778
A,101010,11219
B,010101,8552
A,101010,4218
B,010101,263
A,101010,0
