label,profile,start_update
A,101010,299701
B,010101,296474
A,101010,293637
B,010101,290416
A,101010,287474
B,010101,283921
A,101010,280754
B,010101,276981
A,101010,273640
B,010101,270644
A,101010,266635
B,010101,263008
A,101010,259717
B,010101,256721
A,101010,254123
B,010101,251312
A,101010,247175
B,010101,243695
A,101010,240076
B,010101,237848
A,101010,236183
B,010101,232938
A,101010,230405
B,010101,227111
A,101010,224600
B,010101,222109
A,101010,219783
B,010101,215960
A,101010,213563
B,010101,211091
A,101010,206817
B,010101,203716
A,101010,200313
B,010101,197391
A,101010,194442
B,010101,191729
A,101010,187202
B,010101,184130
A,101010,180326
B,010101,177438
A,101010,174112
B,010101,171492
A,101010,168793
B,010101,166389
A,101010,163362
B,010101,160346
A,101010,156780
B,010101,154310
A,101010,150198
B,010101,147821
A,101010,143206
B,010101,140868
A,101010,137598
B,010101,135838
A,101010,133489
B,010101,130020
A,101010,126965
B,010101,123877
A,101010,121001
B,010101,116996
A,101010,113679
B,010101,111058
A,101010,108666
B,010101,105625
A,101010,103222
B,010101,99688
A,101010,96425
B,010101,94828
A,101010,90864
B,010101,88372
A,101010,84675
B,010101,80633
A,101010,77251
B,010101,75561
A,101010,72342
B,010101,69555
A,101010,67240
B,010101,63617
A,101010,60682
B,010101,57658
A,101010,55432
B,010101,52852
A,101010,49476
B,010101,46345
A,101010,43912
B,010101,39302
A,101010,35473
B,010101,32423
A,101010,28617
B,010101,25842
A,101010,22955
B,010101,20571
A,101010,17583
B,010101,14752
A,101010,10469
B,010101,7202
A,101010,4022
B,010101,1165
A,101010,0
