label,profile,start_update
A,101010,299701
B,010101,299671
A,101010,299630
B,010101,299603
A,101010,299574
B,010101,299545
A,101010,299513
B,010101,299482
A,101010,299463
B,010101,299434
A,101010,299403
B,010101,299377
A,101010,299351
B,010101,299314
A,101010,299287
B,010101,299261
A,101010,299235
B,010101,299220
A,101010,299190
B,010101,299165
A,101010,299127
B,010101,299104
A,101010,299076
B,010101,299044
A,101010,299020
B,010101,298987
A,101010,298960
B,010101,298936
A,101010,298901
B,010101,298870
A,101010,298834
B,010101,298799
A,101010,298768
B,010101,298730
A,101010,298708
B,010101,298682
A,101010,298651
B,010101,298619
A,101010,298592
B,010101,298552
A,101010,298521
B,010101,298488
A,101010,298452
B,010101,298426
A,101010,298394
B,010101,298360
A,101010,298328
B,010101,298290
A,101010,298253
B,010101,298226
A,101010,298191
B,010101,298163
A,101010,298144
B,010101,298109
A,101010,298074
B,010101,298051
A,101010,298021
B,010101,297996
A,101010,297970
B,010101,297944
A,101010,297905
B,010101,297884
A,101010,297859
B,010101,297827
A,101010,297797
B,010101,297775
A,101010,297735
B,010101,297706
A,101010,297672
B,010101,297640
A,101010,297612
B,010101,297587
A,101010,297557
B,010101,297525
A,101010,297493
B,010101,297473
A,101010,297445
B,010101,297408
A,101010,297370
B,010101,297341
A,101010,297310
B,010101,297285
A,101010,297262
B,010101,297224
A,101010,297206
B,010101,297185
A,101010,297162
B,010101,297137
A,101010,297096
B,010101,297075
A,101010,297038
B,010101,297020
A,101010,296984
B,010101,296953
A,101010,296920
B,010101,296886
A,101010,296854
B,010101,296829
A,101010,296805
B,010101,296766
A,101010,296726
B,010101,296697
A,101010,296662
B,010101,296638
A,101010,296601
B,010101,296573
A,101010,296542
B,010101,296515
A,101010,296492
B,010101,296466
A,101010,296441
B,010101,296418
A,101010,296388
B,010101,296356
A,101010,296340
B,010101,296309
A,101010,296277
B,010101,296243
A,101010,296208
B,010101,296187
A,101010,296155
B,010101,296134
A,101010,296103
B,010101,296080
A,101010,296059
B,010101,296030
A,101010,295999
B,010101,295968
A,101010,295937
B,010101,295903
A,101010,295873
B,010101,295839
A,101010,295804
B,010101,295776
A,101010,295748
B,010101,295724
A,101010,295690
B,010101,295654
A,101010,295620
B,010101,295580
A,101010,295544
B,010101,295521
A,101010,295486
B,010101,295455
A,101010,295414
B,010101,295377
A,101010,295342
B,010101,295317
A,101010,295285
B,010101,295259
A,101010,295225
B,010101,295192
A,101010,295151
B,010101,295118
A,101010,295082
B,010101,295049
A,101010,295027
B,010101,294995
A,101010,294959
B,010101,294926
A,101010,294899
B,010101,294863
A,101010,294831
B,010101,294797
A,101010,294762
B,010101,294740
A,101010,294712
B,010101,294681
A,101010,294650
B,010101,294624
A,101010,294591
B,010101,294555
A,101010,294535
B,010101,294504
A,101010,294478
B,010101,294449
A,101010,294428
B,010101,294404
A,101010,294370
